id,highway,name,oneway,lit,lanes,maxspeed,railway,boundary,access,natural,barrier,tunnel,bridge,incline,waterway,busway,toll
482225869,,,,,,,,,,,,,,,,,
482225870,,,,,,,,,,,,,,,,,
482225871,,,,,,,,,,,,,,,,,
482226639,,,,,,,,,,,,,,,,,
482226640,,,,,,,,,,,,,,,,,
482226641,,,,,,,,,,,,,,,,,
482226642,,,,,,,,,,,,,,,,,
482226643,,,,,,,,,,,,,,,,,
482226644,,,,,,,,,,,,,,,,,
482226645,,,,,,,,,,,,,,,,,
482226646,,,,,,,,,,,,,,,,,
482226647,,,,,,,,,,,,,,,,,
482226648,,,,,,,,,,,,,,,,,
482226649,,,,,,,,,,,,,,,,,
482226650,,,,,,,,,,,,,,,,,
482226652,,,,,,,,,,,,,,,,,
482307359,,,,,,,,,,,,,,,,,
482307360,,,,,,,,,,,,,,,,,
482307361,,,,,,,,,,,,,,,,,
482307362,,,,,,,,,,,,,,,,,
482307363,,,,,,,,,,,,,,,,,
482307364,,,,,,,,,,,,,,,,,
482307365,,,,,,,,,,,,,,,,,
482307366,,,,,,,,,,,,,,,,,
482307367,,,,,,,,,,,,,,,,,
482307368,,,,,,,,,,,,,,,,,
482307369,,,,,,,,,,,,,,,,,
482307370,,,,,,,,,,,,,,,,,
482307371,,,,,,,,,,,,,,,,,
482307372,,,,,,,,,,,,,,,,,
482307373,,,,,,,,,,,,,,,,,
482307374,,,,,,,,,,,,,,,,,
482307375,,,,,,,,,,,,,,,,,
482308181,,,,,,,,,,,,,,,,,
482308182,,,,,,,,,,,,,,,,,
482308183,,,,,,,,,,,,,,,,,
482308184,,,,,,,,,,,,,,,,,
482308185,,,,,,,,,,,,,,,,,
482308186,,,,,,,,,,,,,,,,,
482308187,,,,,,,,,,,,,,,,,
482308188,,,,,,,,,,,,,,,,,
482308189,,,,,,,,,,,,,,,,,
482308190,,,,,,,,,,,,,,,,,
482308191,,,,,,,,,,,,,,,,,
482308192,,,,,,,,,,,,,,,,,
482308193,,,,,,,,,,,,,,,,,
482308194,,,,,,,,,,,,,,,,,
482308195,,,,,,,,,,,,,,,,,
482308196,,,,,,,,,,,,,,,,,
482308197,,,,,,,,,,,,,,,,,
482308198,,,,,,,,,,,,,,,,,
482308199,,,,,,,,,,,,,,,,,
482308200,,,,,,,,,,,,,,,,,
482308201,,,,,,,,,,,,,,,,,
482308202,,,,,,,,,,,,,,,,,
482308788,,,,,,,,,,,,,,,,,
482308789,,,,,,,,,,,,,,,,,
482308790,,,,,,,,,,,,,,,,,
482308791,,,,,,,,,,,,,,,,,
482308792,,,,,,,,,,,,,,,,,
482308793,,,,,,,,,,,,,,,,,
482308794,,,,,,,,,,,,,,,,,
482308795,,,,,,,,,,,,,,,,,
482308796,,,,,,,,,,,,,,,,,
482308797,,,,,,,,,,,,,,,,,
482308799,,,,,,,,,,,,,,,,,
482308801,,,,,,,,,,,,,,,,,
482308804,,,,,,,,,,,,,,,,,
482308806,,,,,,,,,,,,,,,,,
482309101,,,,,,,,,,,,,,,,,
482309102,,,,,,,,,,,,,,,,,
482309103,,,,,,,,,,,,,,,,,
482309104,,,,,,,,,,,,,,,,,
482309105,,,,,,,,,,,,,,,,,
482309106,,,,,,,,,,,,,,,,,
482309107,,,,,,,,,,,,,,,,,
482309108,,,,,,,,,,,,,,,,,
482309442,,,,,,,,,,,,,,,,,
482309443,,,,,,,,,,,,,,,,,
482309444,,,,,,,,,,,,,,,,,
482309445,,,,,,,,,,,,,,,,,
482309446,,,,,,,,,,,,,,,,,
482309447,,,,,,,,,,,,,,,,,
482309448,,,,,,,,,,,,,,,,,
482309449,,,,,,,,,,,,,,,,,
482309450,,,,,,,,,,,,,,,,,
482309451,,,,,,,,,,,,,,,,,
482309452,,,,,,,,,,,,,,,,,
482309453,,,,,,,,,,,,,,,,,
482309454,,,,,,,,,,,,,,,,,
482309455,,,,,,,,,,,,,,,,,
482309456,,,,,,,,,,,,,,,,,
482309989,,,,,,,,,,,,,,,,,
482309990,,,,,,,,,,,,,,,,,
482309991,,,,,,,,,,,,,,,,,
482309992,,,,,,,,,,,,,,,,,
482309993,,,,,,,,,,,,,,,,,
482309994,,,,,,,,,,,,,,,,,
482309995,,,,,,,,,,,,,,,,,
482309996,,,,,,,,,,,,,,,,,
482309997,,,,,,,,,,,,,,,,,
482309998,,,,,,,,,,,,,,,,,
482309999,,,,,,,,,,,,,,,,,
482310000,,,,,,,,,,,,,,,,,
482310001,,,,,,,,,,,,,,,,,
482310002,,,,,,,,,,,,,,,,,
482310604,,,,,,,,,,,,,,,,,
482310607,,,,,,,,,,,,,,,,,
482310608,,,,,,,,,,,,,,,,,
482310611,,,,,,,,,,,,,,,,,
482310612,,,,,,,,,,,,,,,,,
482310614,,,,,,,,,,,,,,,,,
482310616,,,,,,,,,,,,,,,,,
482310618,,,,,,,,,,,,,,,,,
482310620,,,,,,,,,,,,,,,,,
482310622,,,,,,,,,,,,,,,,,
482310624,,,,,,,,,,,,,,,,,
482310626,,,,,,,,,,,,,,,,,
482310629,,,,,,,,,,,,,,,,,
482310631,,,,,,,,,,,,,,,,,
482310633,,,,,,,,,,,,,,,,,
482310635,,,,,,,,,,,,,,,,,
482312516,,,,,,,,,,,,,,,,,
482312524,,,,,,,,,,,,,,,,,
482312525,,,,,,,,,,,,,,,,,
482320402,,,,,,,,,,,,,,,,,
482320406,,,,,,,,,,,,,,,,,
482320407,,,,,,,,,,,,,,,,,
482320408,,,,,,,,,,,,,,,,,
482320409,,,,,,,,,,,,,,,,,
482320410,,,,,,,,,,,,,,,,,
482320411,,,,,,,,,,,,,,,,,
482320412,,,,,,,,,,,,,,,,,
482320413,,,,,,,,,,,,,,,,,
482320415,,,,,,,,,,,,,,,,,
482320416,,,,,,,,,,,,,,,,,
482321682,,,,,,,,,,,,,,,,,
482321684,,,,,,,,,,,,,,,,,
482321686,,,,,,,,,,,,,,,,,
482321688,,,,,,,,,,,,,,,,,
482321690,,,,,,,,,,,,,,,,,
482321692,,,,,,,,,,,,,,,,,
482321694,,,,,,,,,,,,,,,,,
482321696,,,,,,,,,,,,,,,,,
482321698,,,,,,,,,,,,,,,,,
482321700,,,,,,,,,,,,,,,,,
482321701,,,,,,,,,,,,,,,,,
482321703,,,,,,,,,,,,,,,,,
482321704,,,,,,,,,,,,,,,,,
482321705,,,,,,,,,,,,,,,,,
482321707,,,,,,,,,,,,,,,,,
482321708,,,,,,,,,,,,,,,,,
482321710,,,,,,,,,,,,,,,,,
482321711,,,,,,,,,,,,,,,,,
482322028,,,,,,,,,,,,,,,,,
482322029,,,,,,,,,,,,,,,,,
482322031,,,,,,,,,,,,,,,,,
482322032,,,,,,,,,,,,,,,,,
482322033,,,,,,,,,,,,,,,,,
482322034,,,,,,,,,,,,,,,,,
482322035,,,,,,,,,,,,,,,,,
482322036,,,,,,,,,,,,,,,,,
482322037,,,,,,,,,,,,,,,,,
482322038,,,,,,,,,,,,,,,,,
482322039,,,,,,,,,,,,,,,,,
482460288,,,,,,,,,,,,,,,,,
482460289,,,,,,,,,,,,,,,,,
482460290,,,,,,,,,,,,,,,,,
482460291,,,,,,,,,,,,,,,,,
482460292,,,,,,,,,,,,,,,,,
482460293,,,,,,,,,,,,,,,,,
482460294,,,,,,,,,,,,,,,,,
482460295,,,,,,,,,,,,,,,,,
482460296,,,,,,,,,,,,,,,,,
482460297,,,,,,,,,,,,,,,,,
482460298,,,,,,,,,,,,,,,,,
482460299,,,,,,,,,,,,,,,,,
482460300,,,,,,,,,,,,,,,,,
482460301,,,,,,,,,,,,,,,,,
482460302,,,,,,,,,,,,,,,,,
482460303,,,,,,,,,,,,,,,,,
482460304,,,,,,,,,,,,,,,,,
482460305,,,,,,,,,,,,,,,,,
482460306,,,,,,,,,,,,,,,,,
482460307,,,,,,,,,,,,,,,,,
482460308,,,,,,,,,,,,,,,,,
482460309,,,,,,,,,,,,,,,,,
482460310,,,,,,,,,,,,,,,,,
482460311,residential,Ελατοβρυσης,,,,,,,,,,,,,,,
482460561,,,,,,,,,,,,,,,,,
482460562,,,,,,,,,,,,,,,,,
482460563,,,,,,,,,,,,,,,,,
482460564,,,,,,,,,,,,,,,,,
482460565,,,,,,,,,,,,,,,,,
482460566,,,,,,,,,,,,,,,,,
482460933,footway,,,,,,,,,,,,,,,,
482460934,residential,,,,,,,,,,,,,,,,
482462516,,,,,,,,,,,,,,,,,
482462517,,,,,,,,,,,,,,,,,
482462518,,,,,,,,,,,,,,,,,
482462519,,,,,,,,,,,,,,,,,
482462520,,,,,,,,,,,,,,,,,
482462521,,,,,,,,,,,,,,,,,
482462522,,,,,,,,,,,,,,,,,
482462523,,,,,,,,,,,,,,,,,
482462524,,,,,,,,,,,,,,,,,
482462525,,,,,,,,,,,,,,,,,
482462526,,,,,,,,,,,,,,,,,
482462527,,,,,,,,,,,,,,,,,
482462528,,,,,,,,,,,,,,,,,
482462529,,,,,,,,,,,,,,,,,
482462530,,,,,,,,,,,,,,,,,
482462531,,,,,,,,,,,,,,,,,
482462532,,,,,,,,,,,,,,,,,
482462533,,,,,,,,,,,,,,,,,
482462534,,,,,,,,,,,,,,,,,
482462535,,,,,,,,,,,,,,,,,
482462536,,,,,,,,,,,,,,,,,
482462537,,,,,,,,,,,,,,,,,
482462538,,,,,,,,,,,,,,,,,
482462539,,,,,,,,,,,,,,,,,
482462540,,,,,,,,,,,,,,,,,
482462541,,,,,,,,,,,,,,,,,
482462542,,,,,,,,,,,,,,,,,
482462543,,,,,,,,,,,,,,,,,
482462544,,,,,,,,,,,,,,,,,
482462545,,,,,,,,,,,,,,,,,
482462546,,,,,,,,,,,,,,,,,
482462547,,,,,,,,,,,,,,,,,
482462548,,,,,,,,,,,,,,,,,
482462549,,,,,,,,,,,,,,,,,
482464379,,,,,,,,,,,,,,,,,
482464380,,,,,,,,,,,,,,,,,
482464381,,,,,,,,,,,,,,,,,
482464382,,,,,,,,,,,,,,,,,
482464383,,,,,,,,,,,,,,,,,
482464384,,,,,,,,,,,,,,,,,
482464385,,,,,,,,,,,,,,,,,
482464386,,,,,,,,,,,,,,,,,
482464387,,,,,,,,,,,,,,,,,
482464388,,,,,,,,,,,,,,,,,
482464389,,,,,,,,,,,,,,,,,
482464390,,,,,,,,,,,,,,,,,
482464391,,,,,,,,,,,,,,,,,
482464931,,,,,,,,,,,,,,,,,
482464932,,,,,,,,,,,,,,,,,
482464933,,,,,,,,,,,,,,,,,
482464934,,,,,,,,,,,,,,,,,
482464935,,,,,,,,,,,,,,,,,
482464936,,,,,,,,,,,,,,,,,
482464937,,,,,,,,,,,,,,,,,
482464938,,,,,,,,,,,,,,,,,
482464939,,,,,,,,,,,,,,,,,
482464940,,,,,,,,,,,,,,,,,
482464941,,,,,,,,,,,,,,,,,
482464942,,,,,,,,,,,,,,,,,
482464943,,,,,,,,,,,,,,,,,
482464945,,,,,,,,,,,,,,,,,
482464946,,,,,,,,,,,,,,,,,
482987486,residential,Αποκαύκων,yes,,,,,,,,,,,,,,
482987487,residential,Ιωσ�,yes,,,,,,,,,,,,,,
483097986,,,,,,,,,,,,,,,,,
483097987,,,,,,,,,,,,,,,,,
483097988,,,,,,,,,,,,,,,,,
483097989,,,,,,,,,,,,,,,,,
483097990,,,,,,,,,,,,,,,,,
483097991,,,,,,,,,,,,,,,,,
483097992,,,,,,,,,,,,,,,,,
483097993,footway,,,,,,,,,,,,,,,,
483098539,,,,,,,,,,,,,,,,,
483098540,,,,,,,,,,,,,,,,,
483098541,,,,,,,,,,,,,,,,,
483098542,,,,,,,,,,,,,,,,,
483098543,,,,,,,,,,,,,,,,,
483098544,,,,,,,,,,,,,,,,,
483098545,,,,,,,,,,,,,,,,,
483098546,,,,,,,,,,,,,,,,,
483098547,,,,,,,,,,,,,,,,,
483098548,,,,,,,,,,,,,,,,,
483098549,,,,,,,,,,,,,,,,,
483098550,,,,,,,,,,,,,,,,,
483098551,,,,,,,,,,,,,,,,,
483098552,,,,,,,,,,,,,,,,,
483098553,,,,,,,,,,,,,,,,,
483098554,,,,,,,,,,,,,,,,,
483181894,,,,,,,,,,,,,,,,,
483181895,,,,,,,,,,,,,,,,,
483181896,,,,,,,,,,,,,,,,,
483181897,,,,,,,,,,,,,,,,,
483181898,,,,,,,,,,,,,,,,,
483181899,,,,,,,,,,,,,,,,,
483181900,,,,,,,,,,,,,,,,,
483181901,,,,,,,,,,,,,,,,,
483181902,,,,,,,,,,,,,,,,,
483181903,,,,,,,,,,,,,,,,,
483181904,,,,,,,,,,,,,,,,,
483181905,,,,,,,,,,,,,,,,,
483181906,,,,,,,,,,,,,,,,,
483181907,,,,,,,,,,,,,,,,,
483181908,,,,,,,,,,,,,,,,,
483182944,,,,,,,,,,,,,,,,,
483182946,,,,,,,,,,,,,,,,,
483182948,,,,,,,,,,,,,,,,,
483182950,,,,,,,,,,,,,,,,,
483182952,,,,,,,,,,,,,,,,,
483182954,,,,,,,,,,,,,,,,,
483182957,,,,,,,,,,,,,,,,,
483182958,,,,,,,,,,,,,,,,,
483182960,,,,,,,,,,,,,,,,,
483182961,,,,,,,,,,,,,,,,,
483182962,,,,,,,,,,,,,,,,,
483182964,,,,,,,,,,,,,,,,,
483182965,,,,,,,,,,,,,,,,,
483182966,,,,,,,,,,,,,,,,,
483182967,,,,,,,,,,,,,,,,,
483182968,,,,,,,,,,,,,,,,,
483182969,,,,,,,,,,,,,,,,,
483182970,,,,,,,,,,,,,,,,,
483182972,,,,,,,,,,,,,,,,,
483182973,,,,,,,,,,,,,,,,,
483182975,,,,,,,,,,,,,,,,,
483182976,,,,,,,,,,,,,,,,,
483182977,,,,,,,,,,,,,,,,,
483182978,,,,,,,,,,,,,,,,,
483182979,,,,,,,,,,,,,,,,,
483182980,,,,,,,,,,,,,,,,,
483182981,,,,,,,,,,,,,,,,,
483182982,,,,,,,,,,,,,,,,,
483182983,,,,,,,,,,,,,,,,,
483183553,,,,,,,,,,,,,,,,,
483183554,,,,,,,,,,,,,,,,,
483183555,,,,,,,,,,,,,,,,,
483183556,,,,,,,,,,,,,,,,,
483183557,,,,,,,,,,,,,,,,,
483183558,,,,,,,,,,,,,,,,,
483183559,,,,,,,,,,,,,,,,,
483183560,,,,,,,,,,,,,,,,,
483183561,,,,,,,,,,,,,,,,,
483183562,,,,,,,,,,,,,,,,,
483183563,service,,,,,,,,,,,,,,,,
483184513,,,,,,,,,,,,,,,,,
483184514,,,,,,,,,,,,,,,,,
483184515,,,,,,,,,,,,,,,,,
483184516,,,,,,,,,,,,,,,,,
483184517,,,,,,,,,,,,,,,,,
483184518,,,,,,,,,,,,,,,,,
483184519,,,,,,,,,,,,,,,,,
483184520,,,,,,,,,,,,,,,,,
483184521,,,,,,,,,,,,,,,,,
483184522,,,,,,,,,,,,,,,,,
483184523,,,,,,,,,,,,,,,,,
483184524,,,,,,,,,,,,,,,,,
483184525,,,,,,,,,,,,,,,,,
483184526,,,,,,,,,,,,,,,,,
483184527,,,,,,,,,,,,,,,,,
483184845,residential,Ευρυνόμης,no,,,,,,,,,,,,,,
483184846,,,,,,,,,,,,,,,,,
483184847,,,,,,,,,,,,,,,,,
483184849,,,,,,,,,,,,,,,,,
483184850,,,,,,,,,,,,,,,,,
483184851,,,,,,,,,,,,,,,,,
483184852,,,,,,,,,,,,,,,,,
483184854,,,,,,,,,,,,,,,,,
483186193,footway,,,,,,,,,,,,,,,,
483187465,,,,,,,,,,,,,,,,,
483187466,,,,,,,,,,,,,,,,,
483187467,,,,,,,,,,,,,,,,,
483187468,,,,,,,,,,,,,,,,,
483187469,,,,,,,,,,,,,,,,,
483187470,,,,,,,,,,,,,,,,,
483187471,,,,,,,,,,,,,,,,,
483187472,,,,,,,,,,,,,,,,,
483187473,,,,,,,,,,,,,,,,,
483187474,,,,,,,,,,,,,,,,,
483187475,,,,,,,,,,,,,,,,,
483187477,,,,,,,,,,,,,,,,,
483187479,,,,,,,,,,,,,,,,,
483187481,,,,,,,,,,,,,,,,,
483187482,,,,,,,,,,,,,,,,,
483187483,,,,,,,,,,,,,,,,,
483187484,,,,,,,,,,,,,,,,,
483187485,,,,,,,,,,,,,,,,,
483187486,,,,,,,,,,,,,,,,,
483187487,,,,,,,,,,,,,,,,,
483187488,,,,,,,,,,,,,,,,,
483187489,,,,,,,,,,,,,,,,,
483188909,,,,,,,,,,,,,,,,,
483188910,,,,,,,,,,,,,,,,,
483188911,,,,,,,,,,,,,,,,,
483188912,,,,,,,,,,,,,,,,,
483188913,,,,,,,,,,,,,,,,,
483188914,,,,,,,,,,,,,,,,,
483188915,,,,,,,,,,,,,,,,,
483188916,,,,,,,,,,,,,,,,,
483188917,,,,,,,,,,,,,,,,,
483188918,,,,,,,,,,,,,,,,,
483188919,,,,,,,,,,,,,,,,,
483188920,,,,,,,,,,,,,,,,,
483188921,,,,,,,,,,,,,,,,,
483188922,,,,,,,,,,,,,,,,,
483188923,,,,,,,,,,,,,,,,,
483188924,,,,,,,,,,,,,,,,,
483191798,,,,,,,,,,,,,,,,,
483191799,,,,,,,,,,,,,,,,,
483191800,,,,,,,,,,,,,,,,,
483191801,,,,,,,,,,,,,,,,,
483191802,,,,,,,,,,,,,,,,,
483191803,,,,,,,,,,,,,,,,,
483191804,,,,,,,,,,,,,,,,,
483191805,,,,,,,,,,,,,,,,,
483191806,,,,,,,,,,,,,,,,,
483191807,,,,,,,,,,,,,,,,,
483191808,,,,,,,,,,,,,,,,,
483191809,,,,,,,,,,,,,,,,,
483191810,,,,,,,,,,,,,,,,,
483191811,,,,,,,,,,,,,,,,,
483191812,,,,,,,,,,,,,,,,,
483192029,,,,,,,,,,,,,,,,,
483192030,,,,,,,,,,,,,,,,,
483192031,,,,,,,,,,,,,,,,,
483192032,,,,,,,,,,,,,,,,,
483192033,,,,,,,,,,,,,,,,,
483192034,,,,,,,,,,,,,,,,,
483192035,,,,,,,,,,,,,,,,,
483194779,,,,,,,,,,,,,,,,,
483194780,,,,,,,,,,,,,,,,,
483194781,,,,,,,,,,,,,,,,,
483194782,,,,,,,,,,,,,,,,,
483194783,,,,,,,,,,,,,,,,,
483194784,,,,,,,,,,,,,,,,,
483194785,,,,,,,,,,,,,,,,,
483194786,,,,,,,,,,,,,,,,,
483194787,,,,,,,,,,,,,,,,,
483194788,,,,,,,,,,,,,,,,,
483194789,,,,,,,,,,,,,,,,,
483194790,,,,,,,,,,,,,,,,,
483194791,,,,,,,,,,,,,,,,,
483194792,,,,,,,,,,,,,,,,,
483194793,,,,,,,,,,,,,,,,,
483194794,,,,,,,,,,,,,,,,,
483194795,,,,,,,,,,,,,,,,,
483194796,,,,,,,,,,,,,,,,,
483195303,,,,,,,,,,,,,,,,,
483195304,,,,,,,,,,,,,,,,,
483195305,,,,,,,,,,,,,,,,,
483195306,,,,,,,,,,,,,,,,,
483195307,,,,,,,,,,,,,,,,,
483195308,,,,,,,,,,,,,,,,,
483195309,,,,,,,,,,,,,,,,,
483195310,,,,,,,,,,,,,,,,,
483195311,,,,,,,,,,,,,,,,,
483195312,,,,,,,,,,,,,,,,,
483195313,,,,,,,,,,,,,,,,,
483195314,,,,,,,,,,,,,,,,,
483195315,,,,,,,,,,,,,,,,,
483195316,,,,,,,,,,,,,,,,,
483195317,,,,,,,,,,,,,,,,,
483195318,,,,,,,,,,,,,,,,,
483195319,,,,,,,,,,,,,,,,,
483195498,,,,,,,,,,,,,,,,,
483195499,,,,,,,,,,,,,,,,,
483195500,,,,,,,,,,,,,,,,,
483195501,,,,,,,,,,,,,,,,,
483195502,,,,,,,,,,,,,,,,,
483195503,,,,,,,,,,,,,,,,,
483195504,,,,,,,,,,,,,,,,,
483195505,,,,,,,,,,,,,,,,,
483195506,,,,,,,,,,,,,,,,,
483195507,,,,,,,,,,,,,,,,,
483195508,,,,,,,,,,,,,,,,,
483195509,,,,,,,,,,,,,,,,,
483195510,,,,,,,,,,,,,,,,,
483195511,,,,,,,,,,,,,,,,,
483195512,,,,,,,,,,,,,,,,,
483196034,,,,,,,,,,,,,,,,,
483196035,,,,,,,,,,,,,,,,,
483196036,,,,,,,,,,,,,,,,,
483196037,,,,,,,,,,,,,,,,,
483196038,,,,,,,,,,,,,,,,,
483196039,,,,,,,,,,,,,,,,,
483196040,,,,,,,,,,,,,,,,,
483196041,,,,,,,,,,,,,,,,,
483196042,,,,,,,,,,,,,,,,,
483196043,,,,,,,,,,,,,,,,,
483196044,,,,,,,,,,,,,,,,,
483196045,,,,,,,,,,,,,,,,,
483196046,,,,,,,,,,,,,,,,,
483196047,,,,,,,,,,,,,,,,,
483196048,,,,,,,,,,,,,,,,,
483196049,,,,,,,,,,,,,,,,,
483200799,,,,,,,,,,,,,,,,,
483200801,,,,,,,,,,,,,,,,,
483200803,,,,,,,,,,,,,,,,,
483200805,,,,,,,,,,,,,,,,,
483200807,,,,,,,,,,,,,,,,,
483200809,,,,,,,,,,,,,,,,,
483200810,,,,,,,,,,,,,,,,,
483200812,,,,,,,,,,,,,,,,,
483200814,,,,,,,,,,,,,,,,,
483200815,,,,,,,,,,,,,,,,,
483200817,,,,,,,,,,,,,,,,,
483200819,,,,,,,,,,,,,,,,,
483200821,,,,,,,,,,,,,,,,,
483200823,,,,,,,,,,,,,,,,,
483200824,,,,,,,,,,,,,,,,,
483200826,,,,,,,,,,,,,,,,,
483200828,,,,,,,,,,,,,,,,,
483200830,,,,,,,,,,,,,,,,,
483200831,,,,,,,,,,,,,,,,,
483200833,,,,,,,,,,,,,,,,,
483200835,service,,,,,,,,,,,,,,,,
483201344,,,,,,,,,,,,,,,,,
483201345,,,,,,,,,,,,,,,,,
483201346,,,,,,,,,,,,,,,,,
483201347,,,,,,,,,,,,,,,,,
483201348,,,,,,,,,,,,,,,,,
483201349,,,,,,,,,,,,,,,,,
483202697,service,,,,,,,,,,,,,,,,
483202698,service,,,,,,,,,,,,,,,,
483202699,,,,,,,,,,,,,,,,,
483202700,,,,,,,,,,,,,,,,,
483202701,,,,,,,,,,,,,,,,,
483202702,,,,,,,,,,,,,,,,,
483202703,,,,,,,,,,,,,,,,,
483202704,,,,,,,,,,,,,,,,,
483202705,,,,,,,,,,,,,,,,,
483202706,,,,,,,,,,,,,,,,,
483202707,,,,,,,,,,,,,,,,,
483202708,,,,,,,,,,,,,,,,,
483202709,,,,,,,,,,,,,,,,,
483202710,,,,,,,,,,,,,,,,,
483202711,,,,,,,,,,,,,,,,,
483202712,,,,,,,,,,,,,,,,,
483202993,,,,,,,,,,,,,,,,,
483202994,,,,,,,,,,,,,,,,,
483202995,,,,,,,,,,,,,,,,,
483383047,steps,Βελισσαρίου,,,,,,,,,,,,,,,
483384217,residential,Βασιλεί�,,,,,,,,,,,,,,,
483384599,steps,Βασιλεί�,,,,,,,,,,,,,,,
483481449,,,,,,,,,,,,,,,,,
483481450,,,,,,,,,,,,,,,,,
483481451,,,,,,,,,,,,,,,,,
483481452,,,,,,,,,,,,,,,,,
483481453,,,,,,,,,,,,,,,,,
483481454,,Στέ�,,,,,,,,,,,,,,,
483481455,,,,,,,,,,,,,,,,,
483481456,,,,,,,,,,,,,,,,,
483481457,,,,,,,,,,,,,,,,,
483481458,,,,,,,,,,,,,,,,,
483481459,,,,,,,,,,,,,,,,,
483481460,,,,,,,,,,,,,,,,,
483481461,,,,,,,,,,,,,,,,,
483481462,,,,,,,,,,,,,,,,,
483481463,,,,,,,,,,,,,,,,,
483481464,,,,,,,,,,,,,,,,,
483481465,,,,,,,,,,,,,,,,,
483481466,,,,,,,,,,,,,,,,,
483481467,,,,,,,,,,,,,,,,,
483481468,,,,,,,,,,,,,,,,,
483481469,,,,,,,,,,,,,,,,,
483481470,,,,,,,,,,,,,,,,,
483481471,,,,,,,,,,,,,,,,,
483481706,,,,,,,,,,,,,,,,,
483481708,,,,,,,,,,,,,,,,,
483481709,,,,,,,,,,,,,,,,,
483481711,,,,,,,,,,,,,,,,,
483481713,,,,,,,,,,,,,,,,,
483481715,,,,,,,,,,,,,,,,,
483481716,,,,,,,,,,,,,,,,,
483481717,,,,,,,,,,,,,,,,,
483481718,,,,,,,,,,,,,,,,,
483481719,,,,,,,,,,,,,,,,,
483481720,,,,,,,,,,,,,,,,,
483483248,,,,,,,,,,,,,,,,,
483483249,,,,,,,,,,,,,,,,,
483483250,,,,,,,,,,,,,,,,,
483483251,,,,,,,,,,,,,,,,,
483483252,,,,,,,,,,,,,,,,,
483483253,,,,,,,,,,,,,,,,,
483483254,,,,,,,,,,,,,,,,,
483483255,,,,,,,,,,,,,,,,,
483483256,,,,,,,,,,,,,,,,,
483483257,,,,,,,,,,,,,,,,,
483483258,,,,,,,,,,,,,,,,,
483483259,,,,,,,,,,,,,,,,,
483483260,,,,,,,,,,,,,,,,,
483483261,,,,,,,,,,,,,,,,,
483483262,,,,,,,,,,,,,,,,,
483483263,,,,,,,,,,,,,,,,,
483490111,,,,,,,,,,,,,,,,,
483490112,,,,,,,,,,,,,,,,,
483490113,,,,,,,,,,,,,,,,,
483490114,,,,,,,,,,,,,,,,,
483490115,,,,,,,,,,,,,,,,,
483490116,,,,,,,,,,,,,,,,,
483490117,,,,,,,,,,,,,,,,,
483490118,,,,,,,,,,,,,,,,,
483490119,,,,,,,,,,,,,,,,,
483490120,,,,,,,,,,,,,,,,,
483490121,,,,,,,,,,,,,,,,,
483490122,,,,,,,,,,,,,,,,,
483490123,,,,,,,,,,,,,,,,,
483490124,,,,,,,,,,,,,,,,,
483490804,,,,,,,,,,,,,,,,,
483490805,,,,,,,,,,,,,,,,,
483490806,,,,,,,,,,,,,,,,,
483490807,,,,,,,,,,,,,,,,,
483490809,,,,,,,,,,,,,,,,,
483490810,,,,,,,,,,,,,,,,,
483490811,,,,,,,,,,,,,,,,,
483492527,,,,,,,,,,,,,,,,,
483492528,,,,,,,,,,,,,,,,,
483492529,,,,,,,,,,,,,,,,,
483492530,,,,,,,,,,,,,,,,,
483492531,,,,,,,,,,,,,,,,,
483492532,,,,,,,,,,,,,,,,,
483492533,,,,,,,,,,,,,,,,,
483492534,,,,,,,,,,,,,,,,,
483492535,,,,,,,,,,,,,,,,,
483492536,,,,,,,,,,,,,,,,,
483492537,,,,,,,,,,,,,,,,,
483492538,,,,,,,,,,,,,,,,,
483492539,,,,,,,,,,,,,,,,,
483493050,,,,,,,,,,,,,,,,,
483493051,,,,,,,,,,,,,,,,,
483493052,,,,,,,,,,,,,,,,,
483493053,,,,,,,,,,,,,,,,,
483493054,,,,,,,,,,,,,,,,,
483493055,,,,,,,,,,,,,,,,,
483493056,,,,,,,,,,,,,,,,,
483493057,,,,,,,,,,,,,,,,,
483493058,,,,,,,,,,,,,,,,,
483493268,,,,,,,,,,,,,,,,,
483493269,,,,,,,,,,,,,,,,,
483493270,,,,,,,,,,,,,,,,,
483493271,,,,,,,,,,,,,,,,,
483493272,,,,,,,,,,,,,,,,,
483493273,,,,,,,,,,,,,,,,,
483493274,,,,,,,,,,,,,,,,,
483493275,,,,,,,,,,,,,,,,,
483493276,,,,,,,,,,,,,,,,,
483493277,,,,,,,,,,,,,,,,,
483493278,,,,,,,,,,,,,,,,,
483493279,,,,,,,,,,,,,,,,,
483493676,,,,,,,,,,,,,,,,,
483493677,,,,,,,,,,,,,,,,,
483493679,,,,,,,,,,,,,,,,,
483493680,,,,,,,,,,,,,,,,,
483493681,,,,,,,,,,,,,,,,,
483493682,,,,,,,,,,,,,,,,,
483493683,,,,,,,,,,,,,,,,,
483493684,,,,,,,,,,,,,,,,,
483493685,,,,,,,,,,,,,,,,,
483493686,,,,,,,,,,,,,,,,,
483493687,,,,,,,,,,,,,,,,,
483493688,,,,,,,,,,,,,,,,,
483493689,,,,,,,,,,,,,,,,,
483494481,,,,,,,,,,,,,,,,,
483494482,,,,,,,,,,,,,,,,,
